volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
mdp.39015064338141,1719,1719,1719,1719,,,44481,0.354696274518,0,1,118,"Desmaizeaux, Pierre,",An historical and critical account of the life and writings of the ever-memorable Mr. John Hales,bio
mdp.39015062655603,1726,1726,1726,1726,,,60989,0.502299740412,1,1,119,"Swift, Jonathan,",Travels into several remote nations of the world,fic
uc2.ark+=13960=t01z42z14,1743,1743,1743,1743,,,284560,0.41274834929,0,1,119,"Lediard, Thomas,","The life of John, Duke of Marlborough",bio
PilkLMMbio,1748,1748,1712,1748,,,50708,0.649307674001,0,1,118,"Pilkington, Laetitia,",MEMOIRS OF Mrs. Laetitia Pilkington WIFE TO THE Rev. Mr. Matthew Pilkington.,bio
mdp.39015012362979,1746,1746,1746,1746,,,24555,0.412446215734,0,1,119,anonymous15,Memoirs of Elizabeth Farnesio,bio
mdp.39015078548305,1722,1722,1722,1722,,,83844,0.565511359152,1,1,110,"Defoe, Daniel,","The life, and strange surprizing adventures of Robinson Crusoe, of York, mariner",fic
mdp.39015005344604,1706,1706,1706,1706,,,170497,0.380904896258,0,1,118,"Rapin, René.",The whole critical works of Monsieur Rapin,bio
uc2.ark+=13960=t0js9xc1p,1702,1702,1702,1702,,,8847,0.560580557076,1,1,119,anonymous0,"The infernal wanderer; or, The Devil ranging upon earth",fic
nyp.33433067286165,1704,1704,1704,1704,,,64804,0.368418812658,0,1,119,"Perrault, Charles,","Characters historical and panegyrical of the greatest men that have appear'd in France, during the last century",bio
EllwTHLbio,1714,1714,1639,1714,,,127568,0.49818372703,0,1,119,"Ellwood, Thomas,",THE HISTORY OF THE LIFE OF Thomas Ellwood. Or an Account of his BIRTH EDUCATION &c. WITH Divers Observations on his Life and Manners when a Youth: And how he came to be Convinced of the Truth; with his many Sufferings and Services for the same. Also Several Other Remarkable Passages and Occurrences.,bio
DefoDAGbio,1715,1715,1661,1715,,,8300,0.441522980692,0,1,110,"Defoe, Daniel,",AN ACCOUNT OF THE GREAT and GENEROUS ACTIONS OF James Butler ( Duke of Ormond.),bio
nyp.33433061843508,1743,1743,1743,1743,,,219981,0.362756432761,0,1,119,anonymous13,"An historical, genealogical, and classical dictionary",bio
uc2.ark+=13960=t46q1tv2g,1741,1741,1741,1741,,,85200,0.576152440444,1,1,119,"Lambert de Saumery, Pierre,",The devil turn'd hermit,fic
ArbuJATfic,1714,1714,1667,1714,,,2384,0.464002504793,1,1,116,"Arbuthnot, John,",AN APPENDIX TO THE HISTORY OF THE Crown-Inn: With a KEY to the Whole.,fic
njp.32101072915216,1745,1745,1745,1745,,,43642,0.608644322321,1,1,119,"Caylus, Anne Claude Philippe,",Oriental tales,fic
mdp.39015062288264,1710,1710,1710,1710,,,182912,0.416920413186,0,1,119,"[Courtilz, Gatien de,$csieur de Sandras],",The memoirs of the Marq. de Langallerier,bio
mdp.39015065780689,1727,1727,1727,1727,,,112991,0.606009690832,1,1,119,"Scarron,",The whole comical works of Mons. Scarron,fic
njp.32101075727758,1739,1739,1739,1739,,,174415,0.62683899552,1,1,118,"Pétis de La Croix, François,","The Persian and Turkish tales, compleat",fic
uva.x002650137,1739,1739,1739,1739,,,110851,0.475604856994,0,1,116,"Pöllnitz, Karl Ludwig,","The memoirs of Charles-Lewis, Baron de Pollnitz",bio
mdp.39015026498389,1737,1737,1737,1737,,,162454,0.446596126149,0,1,116,"Pöllnitz, Karl Ludwig,","The memoirs of Charles-Lewis, baron de Pollnitz",bio
dul1.ark+=13960=t3611qj21,1709,1709,1709,1709,,,79859,0.590735092196,1,1,116,"Manley,","Secret memoirs and manners of several persons of quality, of both sexes. From the New Atalantis, an island in the Mediteranean. Written originally in Italian",fic
uc2.ark+=13960=t6xw4qf2s,1726,1726,1726,1726,,,236528,0.327161832412,0,1,119,"Parkinson, Anthony,",Collectanea Anglo-minoritica,bio
ButlSITfic,1716,1716,1691,1716,,,19834,0.660535272446,1,1,119,"Butler, Sarah, Mrs,",Irish TALES: OR Instructive HISTORIES for the happy Conduct of LIFE.,fic
ArbuJJBfic,1712,1712,1667,1712,,,10733,0.612737073338,1,1,116,"Arbuthnot, John,",JOHN BULL Still In His SENSES: BEING THE THIRD PART OF Law is a Bottomless-Pit.,fic
uc2.ark+=13960=t45q4t64r,1733,1733,1733,1733,,,66455,0.469432182563,0,1,118,"Krusiński, Tadeusz Jan,","The history of the late revolutions of Persia taken from the memoirs of Father Krusinski, procurator of the Jesuits at Ispahan ... Done into English, from the original, just publish'd ... at Paris",bio
mdp.39015056795324,1749,1749,1749,1749,,,95847,0.547357208238,1,1,118,"Fielding, Henry,",The history of Tom Jones,fic
hvd.hn3g21,1740,1740,1740,1740,,,119242,0.567862070541,1,1,118,"Cervantes Saavedra, Miguel de,","The history of the valorous and wity-knight-errant, Don-Quixote of the Mancha",fic
mdp.39015012332329,1728,1728,1728,1728,,,118885,0.590468629917,1,1,118,"Cervantes Saavedra, Miguel de,","A collection of select novels, written originally in Castillian",fic
njp.32101054837693,1730,1730,1730,1730,,,10400,0.396578768649,0,1,119,"Laurence, Edward,","A dissertation on estates upon lives and years, whether in lay or church-hands",bio
njp.32101068776283,1732,1732,1732,1732,,,125780,0.443097710619,1,1,119,"Terrasson, Jean,",The life of Sethos,fic
njp.32101069179230,1743,1743,1743,1743,,,98296,0.57923938536,1,1,119,"Gomez,",La belle assemblée,fic
uc1.b182768,1719,1719,1719,1719,,,89139,0.369224768495,0,1,118,"Jacob, Giles,","The poetical register: or, The lives and characters of all the English dramatick poets",bio
hvd.hxe6c4,1748,1748,1748,1748,,,61556,0.377280144468,0,1,119,"Towgood, Micaiah,",An essay towards attaining a true idea of the character and reign of King Charles the First and the causes of the civil war,bio
mdp.39015063923349,1727,1727,1727,1727,,,91627,0.629705576255,1,1,119,"Haywood, Eliza Fowler,",The secret history of the present intrigues of the court of Caramania,fic
nyp.33433074806625,1714,1714,1714,1714,,,245943,0.450268592526,0,1,119,"Lockhart, George,",Memoirs concerning the affairs of Scotland from Queen Anne's accession to the throne,bio
ArbuJCHfic,1714,1714,1667,1714,,,3344,0.588485954556,1,1,116,"Arbuthnot, John,",A CONTINUATION OF THE HISTORY OF THE Crown-Inn: With CHARACTERS of some of the late SERVANTS; And the PROCEEDING of the TRUSTEES To the Coming of the New LANDLORD.,fic
mdp.39015009144422,1703,1703,1703,1703,,,180937,0.560900097109,1,1,119,"Fernández, Jerónimo.",The honour of chivalry,fic
mdp.39015063618436,1729,1729,1729,1729,,,86759,0.369485564132,0,1,119,"Gibson,",Memoirs of Queen Anne,bio
njp.32101037603568,1732,1732,1732,1732,,,69190,0.575653190279,1,1,119,"Oldmixon,","Court tales: or, A history of the amours of the present nobility",fic
mdp.39015028161266,1721,1721,1721,1721,,,60621,0.554169398873,1,1,119,"La Motte,","One hundred new court fables, written for the instruction of princes, and a true knowledge of the world",fic
dul1.ark+=13960=t6d22ng55,1749,1749,1749,1749,,,31357,0.46934391591,1,1,119,"Smollett, T.",The history and adventures of an atom,fic
uc2.ark+=13960=t10p1b78g,1742,1742,1742,1742,,,261397,0.581369618817,1,1,119,anonymous6,The life and exploits of the ingenious gentleman Don Quixote de la Mancha,fic
yale.39002004756376,1737,1737,1737,1737,,,107228,0.45505879653,0,1,116,"Pöllnitz, Karl Ludwig,","The memoirs of Charles-Lewis, Baron de Pöllnitz",bio
mdp.39015063962602,1714,1714,1714,1714,,,164595,0.443780362418,0,1,119,"Boyer, Abel,","Memoirs of the life and negotiations of Sir W. Temple, bar",bio
njp.32101068163359,1715,1715,1715,1715,,,43767,0.57916609316,1,1,118,"Ainsworth, William Harrison,","Preston fight; or, The insurrection of 1715",fic
RichSPOfic,1742,1742,1689,1742,,,131337,0.617462269545,1,1,117,"Richardson, Samuel,",PAMELA: OR Virtue Rewarded. In a SERIES of FAMILIAR LETTERS From a Beautiful Young DAMSEL to her PARENTS: And afterwards In her EXALTED CONDITION BETWEEN HER and Persons of Figure and Quality UPON THE MOST Important and Entertaining Subjects In GENTEEL LIFE.,fic
mdp.39015039654705,1723,1723,1723,1723,,,10833,0.401436769768,0,1,119,"Atterbury, Francis,","The speech of Francis, late lord bishop of Rochester, at the bar of the House of lords, on Saturday the 11th of May, 1723",bio
mdp.39015004752112,1725,1725,1725,1725,,,472248,0.42374703813,0,1,117,"Boyle, Robert,",The philosophical works of the Honourable Robert Boyle esq,bio
PilkLMM2bio,1748,1748,1712,1748,,,61047,0.640188119814,0,1,118,"Pilkington, Laetitia,",MEMOIRS OF Mrs. Laetitia Pilkington WIFE TO THE Rev. Mr. Matthew Pilkington.,bio
nyp.33433061844084,1712,1712,1712,1712,,,178584,0.380020576849,0,1,119,"Le Neve, John,","Memoirs British and foreign, of the lives and families of the most illustrious persons who dy'd in the year 1711",bio
mdp.39015011940791,1720,1720,1720,1720,,,109524,0.530028166782,0,1,119,"Brown, Thomas,",The works of Mr. Thomas Brown,bio
mdp.39015063915196,1739,1739,1739,1739,,,11170,0.632460559832,1,1,119,"Cibber, Theophilus,",Four original letters,fic
mdp.39015014802865,1739,1739,1739,1739,,,159177,0.628260623508,1,1,118,"Pétis de La Croix, François,","The Persian and Turkish tales, compleat",fic
hvd.hw20o5,1741,1741,1741,1741,,,152717,0.418401347139,0,1,119,"Middleton, Conyers,",The history of the life of Marcus Tullius Cicero,bio
uc2.ark+=13960=t7br8qz2n,1736,1736,1736,1736,,,134012,0.408972906489,0,1,118,"Bacon, Francis,",Original letters and memoirs,bio
uc1.31822038199097,1703,1703,1703,1703,,,12144,0.424275982667,1,1,119,"Tutchin, John,","The second part of the mouse grown a rat, or, The story of the city and country mouse",fic
mdp.39015074633259,1742,1742,1742,1742,,,153776,0.379915865182,0,1,119,anonymous12,The philosophical history and memoirs of the Royal academy of sciences at Paris,bio
dul1.ark+=13960=t53f5fj6x,1709,1709,1709,1709,,,86733,0.591837938102,1,1,116,"Manley,","Secret memoirs and manners of several persons of quality, of both sexes. From the New Atalantis, an island in the Mediteranean. Written originally in Italian",fic
mdp.39015026114564,1702,1702,1702,1702,,,136943,0.403741721927,0,1,118,"Bacon, Francis,",Letters of Sr Francis Bacon ... written during the reign of King James the First,bio
mdp.39015030656998,1718,1718,1718,1718,,,161060,0.392428759481,0,1,119,"Lee, Francis,",Memoirs of the life of Mr. John Kettlewell,bio
mdp.39015065167630,1702,1702,1702,1702,,,96400,0.415158132049,0,1,119,"Welwood, James,",Memoirs of the most material transactions in England,bio
uc2.ark+=13960=t49p3bc37,1708,1708,1708,1708,,,323146,0.384179691294,0,1,118,"Mackenzie, George,",The lives and characters of the most eminent writers of the Scots nation;,bio
DefoDBVfic,1711,1711,1661,1711,,,4600,0.442956443515,1,1,110,"Defoe, Daniel,",THE British Visions: OR ISAAC BICKERSTAFF Sen.,fic
wu.89004565487,1705,1705,1705,1705,,,90474,0.389733738209,0,1,119,"Strype, John,","The life of the learned Sir John Cheke, kt.;",bio
mdp.39015063801032,1723,1723,1723,1723,,,58423,0.478526805832,0,1,119,"Blackmore, Richard,","A true and impartial history of the conspiracy against the person and government of king William III of glorious memory, in the year 1695",bio
SmolTARfic,1748,1748,1721,1748,,,95694,0.641061309769,1,1,119,"Smollett, Tobias George,",THE ADVENTURES OF Roderick Random.,fic
njp.32101074032044,1700,1700,1700,1700,,,173921,0.474143013339,0,1,119,Epictetus.,Epictetus his morals,bio
mdp.49015000475047,1730,1730,1730,1730,,,47576,0.454618538073,0,1,119,"Wilson, Charles",Memoirs of the life,bio
uc2.ark+=13960=t4nk3n94m,1708,1708,1708,1708,,,341416,0.3639410385,0,1,118,"Mackenzie, George,",The lives and characters of the most eminent writers of the Scots nation;,bio
mdp.39015010801531,1730,1730,1730,1730,,,13849,0.476528709001,1,1,119,anonymous4,Royal remarks;,fic
mdp.39015074633267,1742,1742,1742,1742,,,142508,0.390972668351,0,1,119,anonymous14,The philosophical history and memoirs of the Royal academy of sciences at Paris,bio
mdp.39015013747905,1720,1720,1720,1720,,,94845,0.49713470351,1,1,110,"Defoe, Daniel,",The history of the life and adventures of Mr. Duncan Campbell,fic
nyp.33433087373225,1716,1716,1716,1716,,,167004,0.405851039742,0,1,119,"Reeves, William,","The apologies of Justin Martyr, Tertullian, and Minutius Felix",bio
uc2.ark+=13960=t7sn04h6p,1720,1720,1720,1720,,,84341,0.364914247397,0,1,118,"Jacob, Giles,","An historical account of the lives and writings of our most considerable English poets, whether epick, lyrick, elegiack, epigramatists, &",bio
uc2.ark+=13960=t3cz3gg8r,1747,1747,1747,1747,,,598863,0.450275264413,0,1,119,"Story, Thomas,",A journal of the life of Thomas Story,bio
mdp.39015036670894,1732,1732,1732,1732,,,9344,0.568629497381,1,1,119,anonymous3,The fair concubine,fic
HDLJbio,1725,1725,1700,1725,,,19372,0.596068159065,0,1,119,"H. D,",THE LIFE OF JONATHAN WILD FROM HIS BIRTH to his DEATH.,bio
mdp.39015030155215,1703,1703,1703,1703,,,289611,0.578547057541,1,1,119,"La Calprenède, Gaultier de Coste,",The famous history of Cassandra,fic
dul1.ark+=13960=t3bz6x292,1733,1733,1733,1733,,,106739,0.519260472242,1,1,119,"Tyssot de Patot, Simon,",The travels and adventures of James Massey,fic
njp.32101068312121,1708,1708,1708,1708,,,137528,0.638333146841,1,1,119,"Aulnoy,",Memoirs of the court of England : in the reign of King Charles II,fic
mdp.39015055067113,1715,1715,1715,1715,,,51848,0.533917018677,1,1,119,"Burnet, Thomas,",A second tale of a tub;,fic
DefoDMCfic,1713,1713,1661,1713,,,18385,0.480051875291,1,1,110,"Defoe, Daniel,",MEMOIRS OF Count TARIFF &c.,fic
njp.32101067678431,1728,1728,1728,1728,,,110336,0.466350371879,0,1,119,"Colman, Benjamin,","Some of the glories of Our Lord and Saviour Jesus Christ, exhibited in twenty sacramental discourses, preached at Boston in New England",bio
mdp.39015056795308,1749,1749,1749,1749,,,54649,0.494770453453,1,1,118,"Fielding, Henry,",The history of Tom Jones,fic
DefoDTRfic,1706,1706,1661,1706,,,4184,0.612780133265,1,1,110,"Defoe, Daniel,",A True Relation OF THE APPARITION OF ONE Mrs. VEAL The next Day after Her DEATH: TO ONE Mrs. BARGRAVE At Canterbury. The 8th of September 1705.,fic
mdp.39015063610573,1737,1737,1737,1737,,,60279,0.434318120498,0,1,119,"Budgell, Eustace,",Memoirs of the lives and characters of the illustrious family of the Boyles;,bio
mdp.39015078561266,1743,1743,1743,1743,,,110862,0.570131763126,1,1,110,"Defoe, Daniel,","The pleasant, and surprizing adventures of Mr. Robert Drury, during his fifteen years captivity on the island of Madagascar",fic
BoreTHCbio,1742,1742,1717,1742,,,6875,0.600140183968,0,1,119,"Boreman, Thomas, fl. 1730-1743,",THE HISTORY OF CAJANUS THE Swedish GIANT From his BIRTH To the present Time.,bio
hvd.hxj9rz,1722,1722,1722,1722,,,153941,0.359538446061,0,1,119,anonymous10,Memoirs of literature,bio
uc1.31822038198719,1722,1722,1722,1722,,,21732,0.518395747858,1,1,110,"Defoe, Daniel,",The life and actions of Lewis Dominique Cartouche,fic
njp.32101068163342,1715,1715,1715,1715,,,29997,0.578193519689,1,1,118,"Ainsworth, William Harrison,","Preston fight; or, The insurrection of 1715",fic
mdp.39015022401338,1720,1720,1720,1720,,,153878,0.605120310694,1,1,116,"Manley,",Secret memoirs and manners of several persons of quality of both sexes,fic
mdp.39015063885241,1734,1734,1734,1734,,,12609,0.392720438973,0,1,119,anonymous11,"The life of Sir Robt. Cochran, prime-minister to King James III. of Scotland",bio
njp.32101061958524,1708,1708,1708,1708,,,50733,0.411412992495,0,1,118,"Desmaizeaux, Pierre,",The life of Mr. Bayle,bio
mdp.39015058457717,1723,1723,1723,1723,,,324372,0.350498787031,0,1,119,"Spelman, Henry,",The English works of Sir Henry Spelman,bio
nnc1.0035683120,1747,1747,1747,1747,,,63359,0.581160053792,0,1,119,anonymous16,Memoirs of the Nutrebian court,bio
nnc1.0113360361,1739,1739,1739,1739,,,108299,0.644889624529,1,1,119,"Aubin, Penelope,","A collection of entertaining histories and novels, designed to promote the cause of virtue and honour",fic
